1, 0.000000
2, 0.100008
3, 0.200005
4, 0.300004
5, 0.400002
6, 0.500001
7, 0.599994
8, 0.699999
9, 0.800005
10, 0.899997
11, 0.999996
12, 1.099994
13, 1.199996
14, 1.299995
15, 1.399984
16, 1.499981
17, 1.599991
18, 1.699990
19, 1.799979
20, 1.899986
21, 1.999975
22, 2.099974
23, 2.199973
24, 2.299972
25, 2.399971
26, 2.499969
27, 2.599968
28, 2.699967
29, 2.799966
30, 2.899966
31, 2.999971
32, 3.099965
33, 3.199958
34, 3.299969
35, 3.399958
36, 3.499967
37, 3.599956
38, 3.699962
39, 3.799961
40, 3.899953
41, 3.999952
42, 4.099958
43, 4.199949
44, 4.299955
45, 4.399947
46, 4.499946
47, 4.599943
48, 4.699943
49, 4.799941
50, 4.899940
51, 4.999939
52, 5.099937
53, 5.199953
54, 5.299945
55, 5.399944
56, 5.499933
57, 5.599932
58, 5.699932
59, 5.799929
60, 5.899928
61, 5.999927
62, 6.099927
63, 6.199935
64, 6.299940
65, 6.399922
66, 6.499931
67, 6.599925
68, 6.699919
69, 6.799918
70, 6.899917
71, 6.999917
72, 7.099913
73, 7.199913
74, 7.299916
75, 7.399921
76, 7.499910
77, 7.599919
78, 7.699907
79, 7.799905
80, 7.899904
81, 7.999904
82, 8.099903
83, 8.199900
84, 8.299912
85, 8.399898
86, 8.499905
87, 8.599906
88, 8.699898
89, 8.799893
90, 8.899892
91, 8.999901
92, 9.099890
93, 9.199889
94, 9.299897
95, 9.399886
96, 9.499885
97, 9.599892
98, 9.699882
99, 9.799881
100, 9.899879
101, 9.999876
102, 10.099888
103, 10.199876
104, 10.299884
105, 10.399883
106, 10.499877
107, 10.599876
108, 10.699870
109, 10.799869
110, 10.899868
111, 10.999867
112, 11.099866
113, 11.199864
114, 11.299875
115, 11.399862
116, 11.499861
117, 11.599869
118, 11.699866
119, 11.799858
120, 11.899856
121, 11.999864
122, 12.099853
123, 12.199852
124, 12.299851
125, 12.399850
126, 12.499857
127, 12.599859
128, 12.699855
129, 12.799863
130, 12.899844
131, 12.999842
132, 13.099842
133, 13.199840
134, 13.299848
135, 13.399837
136, 13.499836
137, 13.599845
138, 13.699834
139, 13.799832
140, 13.899841
141, 13.999830
142, 14.099829
143, 14.199828
144, 14.299837
145, 14.399825
146, 14.499824
147, 14.599823
148, 14.699822
149, 14.799820
150, 14.899818
151, 14.999827
152, 15.099817
153, 15.199816
154, 15.299822
155, 15.399821
156, 15.499812
157, 15.599810
158, 15.699810
159, 15.799808
160, 15.899808
161, 15.999806
162, 16.099813
163, 16.199803
164, 16.299812
165, 16.399812
166, 16.499799
167, 16.599799
168, 16.699797
169, 16.799796
170, 16.899795
171, 16.999794
172, 17.099792
173, 17.199799
174, 17.299800
175, 17.399799
176, 17.499798
177, 17.599795
178, 17.699790
179, 17.799787
180, 17.899793
181, 17.999792
182, 18.099790
183, 18.199780
184, 18.299786
185, 18.399777
186, 18.499775
187, 18.599785
188, 18.699775
189, 18.799773
190, 18.899770
191, 18.999769
192, 19.099768
193, 19.199767
194, 19.299776
195, 19.399782
196, 19.499774
197, 19.599773
198, 19.699771
199, 19.799771
200, 19.899769
201, 19.999767
202, 20.099766
203, 20.199755
204, 20.299754
205, 20.399753
206, 20.499760
207, 20.599751
208, 20.699750
209, 20.799748
210, 20.899747
211, 20.999745
212, 21.099744
213, 21.199743
214, 21.299752
215, 21.399751
216, 21.499751
217, 21.599756
218, 21.699748
219, 21.799736
220, 21.899734
221, 21.999733
222, 22.099732
223, 22.199731
224, 22.299731
225, 22.399729
226, 22.499729
227, 22.599726
228, 22.699735
229, 22.799724
230, 22.899723
231, 22.999722
232, 23.099721
233, 23.199719
234, 23.299727
235, 23.399726
236, 23.499716
237, 23.599714
238, 23.699723
239, 23.799712
240, 23.899711
241, 23.999709
242, 24.099709
243, 24.199716
244, 24.299705
245, 24.399705
246, 24.499704
247, 24.599712
248, 24.699702
249, 24.799708
250, 24.899700
251, 24.999698
252, 25.099696
253, 25.199696
254, 25.299701
255, 25.399692
256, 25.499693
257, 25.599690
258, 25.699689
259, 25.799688
260, 25.899696
261, 25.999685
262, 26.099694
263, 26.199694
264, 26.299682
265, 26.399681
266, 26.499679
267, 26.599679
268, 26.699688
269, 26.799677
270, 26.899685
271, 26.999691
272, 27.099673
273, 27.199670
274, 27.299677
275, 27.399668
276, 27.499668
277, 27.599676
278, 27.699665
279, 27.799663
280, 27.899662
281, 27.999662
282, 28.099669
283, 28.199669
284, 28.299648
285, 28.399656
286, 28.499655
287, 28.599655
288, 28.699653
289, 28.799651
290, 28.899650
291, 28.999649
292, 29.099648
293, 29.199655
294, 29.299655
295, 29.399653
296, 29.499644
297, 29.599643
298, 29.699641
299, 29.799639
300, 29.899639
301, 29.999638
302, 30.099637
303, 30.199634
304, 30.299642
305, 30.399632
306, 30.499631
307, 30.599635
308, 30.699630
309, 30.799628
310, 30.899627
311, 30.999625
312, 31.099625
313, 31.199623
314, 31.299622
315, 31.399638
316, 31.499619
317, 31.599628
318, 31.699617
319, 31.799616
320, 31.899615
321, 31.999614
322, 32.099613
323, 32.199611
324, 32.299610
325, 32.399611
326, 32.499618
327, 32.599603
328, 32.699607
329, 32.799604
330, 32.899609
331, 32.999602
332, 33.099600
333, 33.199600
334, 33.299598
335, 33.399597
336, 33.499595
337, 33.599603
338, 33.699592
339, 33.799591
340, 33.899590
341, 33.999589
342, 34.099588
343, 34.199587
344, 34.299585
345, 34.399585
346, 34.499583
347, 34.599582
348, 34.699581
349, 34.799580
350, 34.899579
351, 34.999578
352, 35.099581
353, 35.199577
354, 35.299578
355, 35.399570
356, 35.499576
357, 35.599574
358, 35.699587
359, 35.799577
360, 35.899576
361, 35.999575
362, 36.099572
363, 36.199572
364, 36.299573
365, 36.399570
366, 36.499569
367, 36.599558
368, 36.699557
369, 36.799563
370, 36.899554
371, 36.999553
372, 37.099552
373, 37.199559
374, 37.299558
375, 37.399550
376, 37.499557
377, 37.599551
378, 37.699554
379, 37.799554
380, 37.899558
381, 37.999551
382, 38.099551
383, 38.199549
384, 38.299547
385, 38.399541
386, 38.499546
387, 38.599533
388, 38.699542
389, 38.799531
390, 38.899530
391, 38.999538
392, 39.099528
393, 39.199526
394, 39.299525
395, 39.399531
396, 39.499523
397, 39.599522
398, 39.699521
399, 39.799519
400, 39.899518
401, 39.999517
402, 40.099524
403, 40.199514
